,Unnamed: 0,ds,y,population,temp,rain,hum,week_weekend,year,month,day,hour
1633,1633,2021-03-10 01:00:00,108.0,22620.0,3.7,0.0,63.6,0,2021,3,10,1
1634,1634,2021-03-10 02:00:00,140.0,22620.0,1.9,0.0,71.3,0,2021,3,10,2
1635,1635,2021-03-10 03:00:00,83.0,22620.0,1.1,0.0,76.1,0,2021,3,10,3
1636,1636,2021-03-10 04:00:00,47.0,22620.0,-0.4,0.0,80.5,0,2021,3,10,4
1637,1637,2021-03-10 05:00:00,46.0,22620.0,-1.6,0.0,85.7,0,2021,3,10,5
1638,1638,2021-03-10 06:00:00,49.0,22620.0,-1.6,0.0,89.0,0,2021,3,10,6
1639,1639,2021-03-10 07:00:00,65.0,22620.0,-2.5,0.0,89.8,0,2021,3,10,7
1640,1640,2021-03-10 08:00:00,175.0,22620.0,-1.2,0.0,88.4,0,2021,3,10,8
1641,1641,2021-03-10 09:00:00,274.0,22620.0,3.7,0.0,70.9,0,2021,3,10,9
1642,1642,2021-03-10 10:00:00,184.0,22620.0,8.2,0.0,55.2,0,2021,3,10,10
1643,1643,2021-03-10 11:00:00,638.0,22620.0,11.1,0.0,51.1,0,2021,3,10,11
1644,1644,2021-03-10 12:00:00,642.0,22620.0,13.5,0.0,43.9,0,2021,3,10,12
1645,1645,2021-03-10 13:00:00,309.0,22620.0,14.6,0.0,39.1,0,2021,3,10,13
1646,1646,2021-03-10 14:00:00,175.0,22620.0,15.0,0.0,36.7,0,2021,3,10,14
1647,1647,2021-03-10 15:00:00,226.0,22620.0,16.3,0.0,34.6,0,2021,3,10,15
1648,1648,2021-03-10 16:00:00,229.0,22620.0,16.9,0.0,32.8,0,2021,3,10,16
1649,1649,2021-03-10 17:00:00,82.0,22620.0,16.7,0.0,33.9,0,2021,3,10,17
1650,1650,2021-03-10 18:00:00,321.0,22620.0,14.5,0.0,40.6,0,2021,3,10,18
1651,1651,2021-03-10 19:00:00,259.0,22620.0,9.6,0.0,56.5,0,2021,3,10,19
1652,1652,2021-03-10 20:00:00,273.0,22620.0,7.3,0.0,63.4,0,2021,3,10,20
1653,1653,2021-03-10 21:00:00,649.0,22620.0,5.7,0.0,70.2,0,2021,3,10,21
1654,1654,2021-03-10 22:00:00,634.0,22620.0,4.0,0.0,76.7,0,2021,3,10,22
1655,1655,2021-03-10 23:00:00,218.0,22620.0,3.0,0.0,79.5,0,2021,3,10,23
1656,1656,2021-03-11 00:00:00,393.0,22620.0,1.6,0.0,85.3,0,2021,3,11,0
1657,1657,2021-03-11 01:00:00,320.0,22620.0,0.3,0.0,88.7,0,2021,3,11,1
1658,1658,2021-03-11 02:00:00,137.0,22620.0,-0.1,0.0,90.1,0,2021,3,11,2
1659,1659,2021-03-11 03:00:00,57.0,22620.0,-0.7,0.0,92.7,0,2021,3,11,3
1660,1660,2021-03-11 04:00:00,46.0,22620.0,-1.7,0.0,93.3,0,2021,3,11,4
1661,1661,2021-03-11 05:00:00,61.0,22620.0,-1.8,0.0,94.8,0,2021,3,11,5
1662,1662,2021-03-11 06:00:00,62.0,22620.0,-2.1,0.0,94.9,0,2021,3,11,6
1663,1663,2021-03-11 07:00:00,135.0,22620.0,-1.9,0.0,95.1,0,2021,3,11,7
1664,1664,2021-03-11 08:00:00,155.0,22620.0,-1.0,0.0,94.5,0,2021,3,11,8
1665,1665,2021-03-11 09:00:00,125.0,22620.0,2.8,0.0,87.2,0,2021,3,11,9
1666,1666,2021-03-11 10:00:00,89.0,22620.0,6.5,0.0,70.2,0,2021,3,11,10
1667,1667,2021-03-11 11:00:00,184.3333333333333,22620.0,10.5,0.0,57.4,0,2021,3,11,11
1668,1668,2021-03-11 12:00:00,279.66666666666663,22620.0,13.4,0.0,44.2,0,2021,3,11,12
1669,1669,2021-03-11 13:00:00,375.0,22620.0,16.4,0.0,37.7,0,2021,3,11,13
1670,1670,2021-03-11 14:00:00,182.0,22620.0,18.0,0.0,34.2,0,2021,3,11,14
1671,1671,2021-03-11 15:00:00,279.0,22620.0,18.6,0.0,33.5,0,2021,3,11,15
1672,1672,2021-03-11 16:00:00,298.0,22620.0,18.8,0.0,32.8,0,2021,3,11,16
1673,1673,2021-03-11 17:00:00,151.0,22620.0,17.5,0.0,34.9,0,2021,3,11,17
1674,1674,2021-03-11 18:00:00,71.0,22620.0,15.8,0.0,40.6,0,2021,3,11,18
1675,1675,2021-03-11 19:00:00,184.0,22620.0,12.6,0.0,50.6,0,2021,3,11,19
1676,1676,2021-03-11 20:00:00,351.0,22620.0,10.9,0.0,60.8,0,2021,3,11,20
1677,1677,2021-03-11 21:00:00,465.0,22620.0,9.7,0.0,62.4,0,2021,3,11,21
1678,1678,2021-03-11 22:00:00,660.0,22620.0,9.4,0.0,65.8,0,2021,3,11,22
1679,1679,2021-03-11 23:00:00,477.0,22620.0,9.1,0.0,65.6,0,2021,3,11,23
1680,1680,2021-03-12 00:00:00,126.0,22620.0,8.6,0.0,71.4,0,2021,3,12,0
1681,1681,2021-03-12 01:00:00,206.0,22620.0,8.6,0.0,70.1,0,2021,3,12,1
1682,1682,2021-03-12 02:00:00,92.0,22620.0,8.5,0.0,79.5,0,2021,3,12,2
1683,1683,2021-03-12 03:00:00,46.0,22620.0,7.4,0.0,93.2,0,2021,3,12,3
1684,1684,2021-03-12 04:00:00,47.0,22620.0,7.1,1.5,96.6,0,2021,3,12,4
1685,1685,2021-03-12 05:00:00,48.0,22620.0,7.1,3.0,97.9,0,2021,3,12,5
1686,1686,2021-03-12 06:00:00,71.0,22620.0,7.3,2.0,98.6,0,2021,3,12,6
1687,1687,2021-03-12 07:00:00,88.0,22620.0,7.2,2.0,99.0,0,2021,3,12,7
1688,1688,2021-03-12 08:00:00,187.0,22620.0,7.4,1.5,99.0,0,2021,3,12,8
1689,1689,2021-03-12 09:00:00,198.0,22620.0,7.9,1.0,97.5,0,2021,3,12,9
1690,1690,2021-03-12 10:00:00,291.0,22620.0,7.9,0.5,93.6,0,2021,3,12,10
1691,1691,2021-03-12 11:00:00,326.5,22620.0,7.8,1.5,92.9,0,2021,3,12,11
1692,1692,2021-03-12 12:00:00,362.0,22620.0,7.8,1.0,92.6,0,2021,3,12,12
1693,1693,2021-03-12 13:00:00,312.0,22620.0,7.7,4.0,94.2,0,2021,3,12,13
1694,1694,2021-03-12 14:00:00,369.0,22620.0,8.0,3.0,91.8,0,2021,3,12,14
1695,1695,2021-03-12 15:00:00,236.0,22620.0,8.2,2.5,89.5,0,2021,3,12,15
1696,1696,2021-03-12 16:00:00,185.0,22620.0,8.0,1.5,87.7,0,2021,3,12,16
1697,1697,2021-03-12 17:00:00,171.0,22620.0,7.7,1.0,87.9,0,2021,3,12,17
1698,1698,2021-03-12 18:00:00,150.0,22620.0,7.5,0.5,91.0,0,2021,3,12,18
1699,1699,2021-03-12 19:00:00,82.0,22620.0,7.4,0.0,90.1,0,2021,3,12,19
1700,1700,2021-03-12 20:00:00,396.0,22620.0,6.8,0.0,96.9,0,2021,3,12,20
1701,1701,2021-03-12 21:00:00,413.0,22620.0,6.2,0.0,98.1,0,2021,3,12,21
1702,1702,2021-03-12 22:00:00,422.0,22620.0,6.0,0.0,99.2,0,2021,3,12,22
1703,1703,2021-03-12 23:00:00,214.0,22620.0,5.8,0.0,99.4,0,2021,3,12,23
1704,1704,2021-03-13 00:00:00,208.0,22620.0,4.7,0.0,99.6,1,2021,3,13,0
1705,1705,2021-03-13 01:00:00,189.0,22620.0,4.6,0.0,99.6,1,2021,3,13,1
1706,1706,2021-03-13 02:00:00,268.0,22620.0,4.3,0.0,99.8,1,2021,3,13,2
1707,1707,2021-03-13 03:00:00,152.0,22620.0,3.4,0.0,99.8,1,2021,3,13,3
1708,1708,2021-03-13 04:00:00,100.0,22620.0,3.0,0.0,99.9,1,2021,3,13,4
1709,1709,2021-03-13 05:00:00,48.0,22620.0,2.6,0.0,99.9,1,2021,3,13,5
1710,1710,2021-03-13 06:00:00,46.0,22620.0,2.3,0.0,99.9,1,2021,3,13,6
1711,1711,2021-03-13 07:00:00,47.0,22620.0,1.7,0.0,99.9,1,2021,3,13,7
1712,1712,2021-03-13 08:00:00,152.0,22620.0,1.9,0.0,99.9,1,2021,3,13,8
1713,1713,2021-03-13 09:00:00,39.0,22620.0,2.8,0.0,99.9,1,2021,3,13,9
1714,1714,2021-03-13 10:00:00,206.0,22620.0,5.2,0.0,99.9,1,2021,3,13,10
1715,1715,2021-03-13 11:00:00,276.0,22620.0,10.4,0.0,86.4,1,2021,3,13,11
1716,1716,2021-03-13 12:00:00,380.0,22620.0,13.0,0.0,54.1,1,2021,3,13,12
1717,1717,2021-03-13 13:00:00,484.0,22620.0,14.3,0.0,48.3,1,2021,3,13,13
1718,1718,2021-03-13 14:00:00,460.0,22620.0,15.2,0.0,44.3,1,2021,3,13,14
1719,1719,2021-03-13 15:00:00,129.0,22620.0,16.4,0.0,43.2,1,2021,3,13,15
1720,1720,2021-03-13 16:00:00,321.0,22620.0,15.4,0.0,41.8,1,2021,3,13,16
1721,1721,2021-03-13 17:00:00,306.0,22620.0,14.6,0.0,45.5,1,2021,3,13,17
1722,1722,2021-03-13 18:00:00,140.0,22620.0,13.7,0.0,47.1,1,2021,3,13,18
1723,1723,2021-03-13 19:00:00,131.0,22620.0,12.4,0.0,55.0,1,2021,3,13,19
1724,1724,2021-03-13 20:00:00,339.0,22620.0,9.5,0.0,70.8,1,2021,3,13,20
1725,1725,2021-03-13 21:00:00,400.0,22620.0,7.5,0.0,79.7,1,2021,3,13,21
1726,1726,2021-03-13 22:00:00,348.0,22620.0,7.2,0.0,80.7,1,2021,3,13,22
1727,1727,2021-03-13 23:00:00,259.0,22620.0,6.2,0.0,85.1,1,2021,3,13,23
1728,1728,2021-03-14 00:00:00,216.0,22620.0,4.5,0.0,90.1,1,2021,3,14,0
1729,1729,2021-03-14 01:00:00,137.0,22620.0,3.0,0.0,92.3,1,2021,3,14,1
1730,1730,2021-03-14 02:00:00,151.0,22620.0,2.3,0.0,94.0,1,2021,3,14,2
1731,1731,2021-03-14 03:00:00,140.0,22620.0,1.6,0.0,95.5,1,2021,3,14,3
1732,1732,2021-03-14 04:00:00,190.0,22620.0,0.9,0.0,96.2,1,2021,3,14,4
1733,1733,2021-03-14 05:00:00,59.0,22620.0,0.5,0.0,97.0,1,2021,3,14,5
1734,1734,2021-03-14 06:00:00,27.0,22620.0,0.1,0.0,97.2,1,2021,3,14,6
1735,1735,2021-03-14 07:00:00,29.0,22620.0,-0.1,0.0,97.5,1,2021,3,14,7
1736,1736,2021-03-14 08:00:00,77.0,22620.0,1.6,0.0,97.9,1,2021,3,14,8
1737,1737,2021-03-14 09:00:00,110.0,22620.0,4.4,0.0,92.1,1,2021,3,14,9
1738,1738,2021-03-14 10:00:00,109.0,22620.0,10.2,0.0,71.4,1,2021,3,14,10
1739,1739,2021-03-14 11:00:00,472.0,22620.0,12.9,0.0,56.1,1,2021,3,14,11
1740,1740,2021-03-14 12:00:00,332.0,22620.0,14.1,0.0,50.2,1,2021,3,14,12
1741,1741,2021-03-14 13:00:00,436.5,22620.0,14.2,0.0,48.7,1,2021,3,14,13
1742,1742,2021-03-14 14:00:00,541.0,22620.0,15.5,0.0,46.0,1,2021,3,14,14
1743,1743,2021-03-14 15:00:00,252.0,22620.0,15.4,0.0,45.2,1,2021,3,14,15
1744,1744,2021-03-14 16:00:00,137.0,22620.0,14.9,0.0,47.0,1,2021,3,14,16
1745,1745,2021-03-14 17:00:00,165.0,22620.0,14.3,0.0,45.7,1,2021,3,14,17
1746,1746,2021-03-14 18:00:00,233.0,22620.0,13.4,0.0,48.4,1,2021,3,14,18
1747,1747,2021-03-14 19:00:00,537.0,22620.0,11.2,0.0,54.4,1,2021,3,14,19
1748,1748,2021-03-14 20:00:00,427.0,22620.0,7.8,0.0,70.1,1,2021,3,14,20
1749,1749,2021-03-14 21:00:00,300.0,22620.0,6.4,0.0,77.3,1,2021,3,14,21
1750,1750,2021-03-14 22:00:00,340.0,22620.0,5.2,0.0,83.5,1,2021,3,14,22
1751,1751,2021-03-14 23:00:00,112.0,22620.0,4.9,0.0,86.8,1,2021,3,14,23
1752,1752,2021-03-15 00:00:00,193.0,22620.0,4.3,0.0,87.5,0,2021,3,15,0
1753,1753,2021-03-15 01:00:00,102.0,22620.0,3.1,0.0,90.7,0,2021,3,15,1
1754,1754,2021-03-15 02:00:00,177.0,22620.0,2.0,0.0,94.0,0,2021,3,15,2
1755,1755,2021-03-15 03:00:00,71.0,22620.0,1.1,0.0,94.6,0,2021,3,15,3
1756,1756,2021-03-15 04:00:00,45.0,22620.0,0.7,0.0,96.2,0,2021,3,15,4
1757,1757,2021-03-15 05:00:00,46.0,22620.0,-0.1,0.0,96.1,0,2021,3,15,5
1758,1758,2021-03-15 06:00:00,48.0,22620.0,-0.6,0.0,96.5,0,2021,3,15,6
1759,1759,2021-03-15 07:00:00,62.0,22620.0,-0.4,0.0,97.4,0,2021,3,15,7
1760,1760,2021-03-15 08:00:00,149.66666666666669,22620.0,1.0,0.0,97.5,0,2021,3,15,8
1761,1761,2021-03-15 09:00:00,237.3333333333333,22620.0,5.3,0.0,87.4,0,2021,3,15,9
1762,1762,2021-03-15 10:00:00,325.0,22620.0,9.4,0.0,71.8,0,2021,3,15,10
1763,1763,2021-03-15 11:00:00,431.0,22620.0,13.9,0.0,54.0,0,2021,3,15,11
1764,1764,2021-03-15 12:00:00,378.0,22620.0,16.1,0.0,50.1,0,2021,3,15,12
1765,1765,2021-03-15 13:00:00,310.0,22620.0,17.2,0.0,42.3,0,2021,3,15,13
1766,1766,2021-03-15 14:00:00,341.0,22620.0,18.2,0.0,40.1,0,2021,3,15,14
1767,1767,2021-03-15 15:00:00,342.0,22620.0,19.0,0.0,37.3,0,2021,3,15,15
1768,1768,2021-03-15 16:00:00,238.0,22620.0,19.1,0.0,36.5,0,2021,3,15,16
1769,1769,2021-03-15 17:00:00,207.0,22620.0,18.5,0.0,36.2,0,2021,3,15,17
1770,1770,2021-03-15 18:00:00,204.0,22620.0,16.2,0.0,50.3,0,2021,3,15,18
1771,1771,2021-03-15 19:00:00,465.0,22620.0,14.4,0.0,56.7,0,2021,3,15,19
1772,1772,2021-03-15 20:00:00,242.0,22620.0,13.6,0.0,63.0,0,2021,3,15,20
1773,1773,2021-03-15 21:00:00,319.0,22620.0,13.4,0.0,62.5,0,2021,3,15,21
1774,1774,2021-03-15 22:00:00,305.0,22620.0,12.5,0.0,68.5,0,2021,3,15,22
1775,1775,2021-03-15 23:00:00,305.0,22620.0,11.9,0.0,72.0,0,2021,3,15,23
1776,1776,2021-03-16 00:00:00,215.0,22620.0,11.7,0.0,74.9,0,2021,3,16,0
1777,1777,2021-03-16 01:00:00,237.0,22620.0,11.6,0.0,76.6,0,2021,3,16,1
1778,1778,2021-03-16 02:00:00,218.0,22620.0,13.2,0.0,79.1,0,2021,3,16,2
1779,1779,2021-03-16 03:00:00,68.0,22620.0,12.1,0.0,88.5,0,2021,3,16,3
1780,1780,2021-03-16 04:00:00,45.0,22620.0,11.0,0.0,95.1,0,2021,3,16,4
1781,1781,2021-03-16 05:00:00,45.0,22620.0,10.4,0.0,96.6,0,2021,3,16,5
1782,1782,2021-03-16 06:00:00,38.0,22620.0,10.9,0.0,97.4,0,2021,3,16,6
1783,1783,2021-03-16 07:00:00,116.0,22620.0,12.5,0.0,89.4,0,2021,3,16,7
1784,1784,2021-03-16 08:00:00,168.0,22620.0,12.7,0.0,80.3,0,2021,3,16,8
1785,1785,2021-03-16 09:00:00,220.0,22620.0,12.3,0.0,74.0,0,2021,3,16,9
1786,1786,2021-03-16 10:00:00,198.0,22620.0,13.3,0.0,40.9,0,2021,3,16,10
1787,1787,2021-03-16 11:00:00,317.0,22620.0,15.7,0.0,24.8,0,2021,3,16,11
1788,1788,2021-03-16 12:00:00,495.0,22620.0,16.6,0.0,18.8,0,2021,3,16,12
1789,1789,2021-03-16 13:00:00,317.0,22620.0,17.0,0.0,18.1,0,2021,3,16,13
1790,1790,2021-03-16 14:00:00,246.0,22620.0,17.5,0.0,16.4,0,2021,3,16,14
1791,1791,2021-03-16 15:00:00,148.0,22620.0,18.1,0.0,15.7,0,2021,3,16,15
1792,1792,2021-03-16 16:00:00,180.0,22620.0,18.3,0.0,15.4,0,2021,3,16,16
1793,1793,2021-03-16 17:00:00,115.0,22620.0,17.3,0.0,16.0,0,2021,3,16,17
1794,1794,2021-03-16 18:00:00,375.0,22620.0,15.6,0.0,17.5,0,2021,3,16,18
1795,1795,2021-03-16 19:00:00,611.0,22620.0,13.2,0.0,26.9,0,2021,3,16,19
1796,1796,2021-03-16 20:00:00,349.0,22620.0,12.2,0.0,30.9,0,2021,3,16,20
1797,1797,2021-03-16 21:00:00,359.0,22620.0,10.4,0.0,35.2,0,2021,3,16,21
1798,1798,2021-03-16 22:00:00,386.0,22620.0,7.4,0.0,43.1,0,2021,3,16,22
1799,1799,2021-03-16 23:00:00,331.0,22620.0,6.0,0.0,47.5,0,2021,3,16,23
1800,1800,2021-03-17 00:00:00,189.0,22620.0,4.5,0.0,53.7,0,2021,3,17,0
1801,1801,2021-03-17 01:00:00,105.0,22620.0,2.2,0.0,65.4,0,2021,3,17,1
1802,1802,2021-03-17 02:00:00,131.0,22620.0,1.3,0.0,70.5,0,2021,3,17,2
1803,1803,2021-03-17 03:00:00,47.0,22620.0,-0.1,0.0,78.5,0,2021,3,17,3
1804,1804,2021-03-17 04:00:00,141.0,22620.0,-1.3,0.0,82.8,0,2021,3,17,4
1805,1805,2021-03-17 05:00:00,71.0,22620.0,-1.7,0.0,84.5,0,2021,3,17,5
1806,1806,2021-03-17 06:00:00,117.0,22620.0,-1.8,0.0,86.2,0,2021,3,17,6
1807,1807,2021-03-17 07:00:00,333.0,22620.0,-2.4,0.0,88.4,0,2021,3,17,7
1808,1808,2021-03-17 08:00:00,317.0,22620.0,-0.5,0.0,83.8,0,2021,3,17,8
1809,1809,2021-03-17 09:00:00,339.0,22620.0,4.2,0.0,69.3,0,2021,3,17,9
1810,1810,2021-03-17 10:00:00,263.0,22620.0,8.4,0.0,48.7,0,2021,3,17,10
1811,1811,2021-03-17 11:00:00,316.0,22620.0,11.6,0.0,35.9,0,2021,3,17,11
1812,1812,2021-03-17 12:00:00,403.0,22620.0,13.8,0.0,34.1,0,2021,3,17,12
1813,1813,2021-03-17 13:00:00,332.0,22620.0,15.6,0.0,31.1,0,2021,3,17,13
1814,1814,2021-03-17 14:00:00,234.0,22620.0,17.2,0.0,31.4,0,2021,3,17,14
1815,1815,2021-03-17 15:00:00,408.0,22620.0,17.5,0.0,31.4,0,2021,3,17,15
1816,1816,2021-03-17 16:00:00,357.0,22620.0,18.3,0.0,27.6,0,2021,3,17,16
1817,1817,2021-03-17 17:00:00,241.0,22620.0,17.9,0.0,24.5,0,2021,3,17,17
1818,1818,2021-03-17 18:00:00,224.0,22620.0,16.5,0.0,29.0,0,2021,3,17,18
1819,1819,2021-03-17 19:00:00,325.0,22620.0,11.5,0.0,44.9,0,2021,3,17,19
1820,1820,2021-03-17 20:00:00,221.0,22620.0,9.7,0.0,52.4,0,2021,3,17,20
1821,1821,2021-03-17 21:00:00,396.0,22620.0,7.3,0.0,64.5,0,2021,3,17,21
1822,1822,2021-03-17 22:00:00,459.0,22620.0,6.0,0.0,69.4,0,2021,3,17,22
1823,1823,2021-03-17 23:00:00,462.0,22620.0,5.3,0.0,70.7,0,2021,3,17,23
1824,1824,2021-03-18 00:00:00,345.0,22620.0,4.8,0.0,79.0,0,2021,3,18,0
1825,1825,2021-03-18 01:00:00,368.0,22620.0,3.8,0.0,83.8,0,2021,3,18,1
1826,1826,2021-03-18 02:00:00,98.0,22620.0,3.4,0.0,86.4,0,2021,3,18,2
1827,1827,2021-03-18 03:00:00,69.0,22620.0,2.4,0.0,88.8,0,2021,3,18,3
1828,1828,2021-03-18 04:00:00,65.0,22620.0,1.7,0.0,91.4,0,2021,3,18,4
1829,1829,2021-03-18 05:00:00,45.0,22620.0,1.0,0.0,93.1,0,2021,3,18,5
1830,1830,2021-03-18 06:00:00,141.0,22620.0,0.7,0.0,94.0,0,2021,3,18,6
1831,1831,2021-03-18 07:00:00,100.0,22620.0,0.4,0.0,95.7,0,2021,3,18,7
1832,1832,2021-03-18 08:00:00,143.0,22620.0,2.5,0.0,91.9,0,2021,3,18,8
1833,1833,2021-03-18 09:00:00,63.0,22620.0,7.0,0.0,81.1,0,2021,3,18,9
1834,1834,2021-03-18 10:00:00,114.0,22620.0,10.6,0.0,70.4,0,2021,3,18,10
1835,1835,2021-03-18 11:00:00,267.0,22620.0,13.0,0.0,61.4,0,2021,3,18,11
1836,1836,2021-03-18 12:00:00,495.0,22620.0,14.0,0.0,56.9,0,2021,3,18,12
1837,1837,2021-03-18 13:00:00,527.0,22620.0,16.4,0.0,51.2,0,2021,3,18,13
1838,1838,2021-03-18 14:00:00,540.0,22620.0,17.6,0.0,47.2,0,2021,3,18,14
1839,1839,2021-03-18 15:00:00,361.0,22620.0,18.3,0.0,45.3,0,2021,3,18,15
1840,1840,2021-03-18 16:00:00,249.0,22620.0,18.4,0.0,45.9,0,2021,3,18,16
1841,1841,2021-03-18 17:00:00,211.0,22620.0,17.9,0.0,45.9,0,2021,3,18,17
1842,1842,2021-03-18 18:00:00,208.0,22620.0,16.2,0.0,47.4,0,2021,3,18,18
1843,1843,2021-03-18 19:00:00,262.0,22620.0,13.0,0.0,59.0,0,2021,3,18,19
1844,1844,2021-03-18 20:00:00,133.0,22620.0,12.2,0.0,64.3,0,2021,3,18,20
1845,1845,2021-03-18 21:00:00,315.0,22620.0,12.3,0.0,62.1,0,2021,3,18,21
1846,1846,2021-03-18 22:00:00,528.0,22620.0,11.7,0.0,62.1,0,2021,3,18,22
1847,1847,2021-03-18 23:00:00,356.5,22620.0,10.3,0.0,68.2,0,2021,3,18,23
1848,1848,2021-03-19 00:00:00,185.0,22620.0,8.5,0.0,74.1,0,2021,3,19,0
1849,1849,2021-03-19 01:00:00,109.0,22620.0,7.7,0.0,79.3,0,2021,3,19,1
1850,1850,2021-03-19 02:00:00,137.0,22620.0,8.3,0.0,75.3,0,2021,3,19,2
1851,1851,2021-03-19 03:00:00,105.0,22620.0,7.1,0.0,80.0,0,2021,3,19,3
1852,1852,2021-03-19 04:00:00,47.0,22620.0,7.4,0.0,81.4,0,2021,3,19,4
1853,1853,2021-03-19 05:00:00,47.0,22620.0,7.3,0.0,81.2,0,2021,3,19,5
1854,1854,2021-03-19 06:00:00,52.0,22620.0,7.1,0.0,82.1,0,2021,3,19,6
1855,1855,2021-03-19 07:00:00,54.0,22620.0,7.3,0.0,82.0,0,2021,3,19,7
1856,1856,2021-03-19 08:00:00,242.0,22620.0,8.0,0.0,78.6,0,2021,3,19,8
1857,1857,2021-03-19 09:00:00,306.0,22620.0,9.1,0.0,70.9,0,2021,3,19,9
1858,1858,2021-03-19 10:00:00,200.0,22620.0,10.4,0.0,65.9,0,2021,3,19,10
1859,1859,2021-03-19 11:00:00,405.0,22620.0,11.9,0.0,58.7,0,2021,3,19,11
1860,1860,2021-03-19 12:00:00,632.0,22620.0,14.2,0.0,54.0,0,2021,3,19,12
1861,1861,2021-03-19 13:00:00,507.0,22620.0,16.0,0.0,50.8,0,2021,3,19,13
1862,1862,2021-03-19 14:00:00,382.0,22620.0,17.4,0.0,44.0,0,2021,3,19,14
1863,1863,2021-03-19 15:00:00,267.0,22620.0,17.1,0.0,46.9,0,2021,3,19,15
1864,1864,2021-03-19 16:00:00,231.0,22620.0,17.0,0.0,46.6,0,2021,3,19,16
1865,1865,2021-03-19 17:00:00,100.0,22620.0,16.7,0.0,46.8,0,2021,3,19,17
1866,1866,2021-03-19 18:00:00,68.0,22620.0,14.8,0.0,50.3,0,2021,3,19,18
1867,1867,2021-03-19 19:00:00,216.0,22620.0,12.6,0.0,56.5,0,2021,3,19,19
1868,1868,2021-03-19 20:00:00,242.0,22620.0,11.9,0.0,58.5,0,2021,3,19,20
1869,1869,2021-03-19 21:00:00,219.0,22620.0,11.1,0.0,63.6,0,2021,3,19,21
1870,1870,2021-03-19 22:00:00,601.0,22620.0,10.3,0.0,66.7,0,2021,3,19,22
1871,1871,2021-03-19 23:00:00,477.0,22620.0,10.0,0.0,67.4,0,2021,3,19,23
1872,1872,2021-03-20 00:00:00,128.0,22620.0,8.9,0.0,70.9,1,2021,3,20,0
1873,1873,2021-03-20 01:00:00,158.0,22620.0,7.1,0.0,79.8,1,2021,3,20,1
1874,1874,2021-03-20 02:00:00,107.0,22620.0,5.3,0.0,84.5,1,2021,3,20,2
1875,1875,2021-03-20 03:00:00,60.0,22620.0,4.4,0.0,87.6,1,2021,3,20,3
1876,1876,2021-03-20 04:00:00,90.0,22620.0,5.6,0.0,85.4,1,2021,3,20,4
1877,1877,2021-03-20 05:00:00,51.0,22620.0,6.1,0.0,85.0,1,2021,3,20,5
1878,1878,2021-03-20 06:00:00,46.0,22620.0,6.0,0.0,93.7,1,2021,3,20,6
1879,1879,2021-03-20 07:00:00,194.0,22620.0,6.1,0.5,96.0,1,2021,3,20,7
1880,1880,2021-03-20 08:00:00,77.0,22620.0,6.4,0.0,96.6,1,2021,3,20,8
1881,1881,2021-03-20 09:00:00,45.0,22620.0,6.7,0.5,96.2,1,2021,3,20,9
1882,1882,2021-03-20 10:00:00,199.0,22620.0,7.1,0.0,93.3,1,2021,3,20,10
1883,1883,2021-03-20 11:00:00,134.0,22620.0,7.4,0.0,93.6,1,2021,3,20,11
1884,1884,2021-03-20 12:00:00,297.0,22620.0,7.6,0.0,96.2,1,2021,3,20,12
1885,1885,2021-03-20 13:00:00,470.0,22620.0,8.0,0.0,95.9,1,2021,3,20,13
1886,1886,2021-03-20 14:00:00,496.0,22620.0,8.8,0.0,92.5,1,2021,3,20,14
1887,1887,2021-03-20 15:00:00,272.0,22620.0,9.1,0.0,91.4,1,2021,3,20,15
1888,1888,2021-03-20 16:00:00,118.0,22620.0,9.8,0.0,90.3,1,2021,3,20,16
1889,1889,2021-03-20 17:00:00,304.0,22620.0,10.6,0.0,85.7,1,2021,3,20,17
1890,1890,2021-03-20 18:00:00,195.0,22620.0,10.6,0.0,81.3,1,2021,3,20,18
1891,1891,2021-03-20 19:00:00,130.0,22620.0,10.0,0.0,83.3,1,2021,3,20,19
1892,1892,2021-03-20 20:00:00,459.0,22620.0,9.7,0.0,86.1,1,2021,3,20,20
1893,1893,2021-03-20 21:00:00,296.0,22620.0,9.0,0.0,89.7,1,2021,3,20,21
1894,1894,2021-03-20 22:00:00,436.0,22620.0,9.5,0.0,82.7,1,2021,3,20,22
1895,1895,2021-03-20 23:00:00,316.0,22620.0,9.9,0.0,81.0,1,2021,3,20,23
1896,1896,2021-03-21 00:00:00,218.0,22620.0,9.8,0.0,83.6,1,2021,3,21,0
1897,1897,2021-03-21 01:00:00,259.0,22620.0,8.4,0.0,87.3,1,2021,3,21,1
1898,1898,2021-03-21 02:00:00,104.0,22620.0,7.6,0.0,88.8,1,2021,3,21,2
1899,1899,2021-03-21 03:00:00,115.0,22620.0,7.1,0.0,86.8,1,2021,3,21,3
1900,1900,2021-03-21 04:00:00,73.0,22620.0,6.9,0.0,83.3,1,2021,3,21,4
1901,1901,2021-03-21 05:00:00,47.0,22620.0,6.7,0.0,78.6,1,2021,3,21,5
1902,1902,2021-03-21 06:00:00,34.0,22620.0,6.6,0.0,75.0,1,2021,3,21,6
1903,1903,2021-03-21 07:00:00,28.0,22620.0,6.5,0.0,71.8,1,2021,3,21,7
1904,1904,2021-03-21 08:00:00,34.0,22620.0,6.6,0.0,70.6,1,2021,3,21,8
